序號,避難收容處所名稱,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,預計收容人數,室內,室外,最近AQI站點,最近AQI站點經度,最近AQI站點緯度,距離(km),最近AQI值,風險等級
3683,福陽國小,臺中市豐原區,北陽里,豐原區北陽里南陽路綠山巷83號,120.7234,24.2481,100,是,是,台中站,120.67,24.14,13.18,75,Low Risk
3684,瑞穗國小,臺中市豐原區,西安里,豐原區西安里西安街七十二號,120.7117,24.2493,1000,是,是,台中站,120.67,24.14,12.87,75,Low Risk
3685,陸軍第五地區支援指揮部豐原甲型聯,臺中市豐原區,社皮里,豐原區中正路683號,120.7055,24.2497,115,是,否,台中站,120.67,24.14,12.72,75,Low Risk
3686,西安里活動中心,臺中市豐原區,西安里,豐原區西安里西安街72-2號,120.7134,24.2497,100,是,否,台中站,120.67,24.14,12.97,75,Low Risk
3687,岸裡國小學生活動中心,臺中市神岡區,岸裡里,神岡區岸裡里中山路 52 號,120.6975,24.2498,188,是,否,台中站,120.67,24.14,12.52,75,Low Risk
3688,臺中市立東勢國中教室,臺中市東勢區,泰昌里,東崎路5段415號,120.8324,24.2503,800,是,是,台中站,120.67,24.14,20.54,75,Low Risk
3689,中正國小活動中心,臺中市梧棲區,福德里,梧棲區福德里中央路二段15號,120.5387,24.2504,250,是,是,台中站,120.67,24.14,18.11,75,Low Risk
3690,臺中市東勢區泰安宮,臺中市東勢區,廣興里,東勢區廣興里中新街157號,120.8313,24.2517,20,是,否,台中站,120.67,24.14,20.54,75,Low Risk
3691,南嵩里活動中心,臺中市豐原區,南嵩里,豐原區南嵩里水源路9巷133號,120.7426,24.2519,50,是,否,台中站,120.67,24.14,14.46,75,Low Risk
3692,中陽里活動中心,臺中市豐原區,中陽里,豐原區中陽里惠陽街116號,120.725,24.2521,100,是,否,台中站,120.67,24.14,13.66,75,Low Risk
3693,富春國小,臺中市豐原區,豐西里,豐原區豐西里中山路455號,120.7133,24.2524,1000,是,是,台中站,120.67,24.14,13.25,75,Low Risk
3694,中港國小視聽教室,臺中市梧棲區,大村里,梧棲區大村里文明街100號,120.5328,24.2525,100,是,是,台中站,120.67,24.14,18.71,75,Low Risk
3695,臺中市立中山國小教室,臺中市東勢區,泰昌里,中泰街88號,120.8351,24.253,500,是,是,台中站,120.67,24.14,20.94,75,Low Risk
3696,豐圳里活動中心新,臺中市豐原區,豐圳里,成功路520號,120.7085,24.2537,100,是,否,台中站,120.67,24.14,13.23,75,Low Risk
3697,情人公園,臺中市梧棲區,中正里,雲集街,120.5326,24.2545,100,否,是,台中站,120.67,24.14,18.88,75,Warning
3698,庄前里活動中心,臺中市神岡區,庄前里,神岡區庄前里神林路35號,120.6605,24.2545,41,是,否,台中站,120.67,24.14,12.77,75,Low Risk
3699,臺中市東勢區延平社區活動中心,臺中市東勢區,延平里,本街40號,120.8285,24.255,50,是,否,台中站,120.67,24.14,20.54,75,Low Risk
3700,五里聯合活動中心,臺中市豐原區,豐榮里,豐原區豐榮里新生北路155號,120.7202,24.2551,200,是,否,台中站,120.67,24.14,13.77,75,Low Risk
3701,梧棲區公所四樓禮堂,臺中市梧棲區,中正里,中和街66號,120.5317,24.2552,80,是,否,台中站,120.67,24.14,19.0,75,Low Risk
3702,豐村國小,臺中市豐原區,南村里,豐原區南村里水源路三四一號,120.7367,24.2553,300,是,是,台中站,120.67,24.14,14.5,75,Low Risk
3703,豐原國小,臺中市豐原區,豐榮里,豐原區豐榮里新生北路一五五號,120.7211,24.2554,330,是,是,台中站,120.67,24.14,13.84,75,Low Risk
3704,臺中市鹿峰國小禮堂,臺中市沙鹿區,鹿峰里,沙鹿區鹿峰里星河路209號,120.570016,24.255608,363,是,否,台中站,120.67,24.14,16.37,75,Low Risk
3705,鹿峰國民小學操場,臺中市沙鹿區,鹿峰里,星河路209號,120.570016,24.255608,810,否,是,台中站,120.67,24.14,16.37,75,Warning
3706,東勢區鯉魚伯公公園,臺中市東勢區,東安里,中正路東勢幼兒園旁,120.825098,24.256186,1700,否,是,台中站,120.67,24.14,20.36,75,Warning
3707,南村里活動中心,臺中市豐原區,南村里,豐原區南村里圓環東路918號,120.7299,24.2566,100,是,否,台中站,120.67,24.14,14.32,75,Low Risk
3708,大甲溪河濱公園,臺中市東勢區,南平里,臺八線起點暨大甲溪旁,120.824255,24.256973,34000,否,是,台中站,120.67,24.14,20.35,75,Warning
3709,龍興活動中心,臺中市石岡區,龍興里,石岡區龍興里萬仙街3號,120.7898,24.257,60,是,否,台中站,120.67,24.14,17.8,75,Low Risk
3710,北庄社區活動中心,臺中市神岡區,北庄里,神岡區北庄里中山路1244號,120.6683,24.2574,48,是,否,台中站,120.67,24.14,13.06,75,Low Risk
3711,翁明里活動中心,臺中市豐原區,翁明里,豐原區翁明里東仁街125號,120.7259,24.2576,100,是,否,台中站,120.67,24.14,14.25,75,Low Risk
3712,東勢客家文化園區,臺中市東勢區,廣興里,中山路1號,120.831861,24.25762,1300,否,是,台中站,120.67,24.14,20.99,75,Warning
3713,圳寮里活動中心,臺中市豐原區,圳寮里,豐原區圳寮里圓環北路一段125號,120.7186,24.2577,100,是,否,台中站,120.67,24.14,13.99,75,Low Risk
3714,神岡區公所,臺中市神岡區,神岡里,神岡區神岡里神岡路30號,120.6614,24.2579,204,是,否,台中站,120.67,24.14,13.14,75,Low Risk
3715,梧棲綜合活動中心,臺中市梧棲區,中正里,梧棲區中正里臨港路三段246號,120.5289,24.258,250,是,是,台中站,120.67,24.14,19.42,75,Low Risk
3716,臺中市東勢區中科國小,臺中市東勢區,中嵙里,東崎路4段92巷16號,120.851671,24.258108,700,是,是,台中站,120.67,24.14,22.63,75,Low Risk
3717,大湳里活動中心,臺中市豐原區,大湳里,豐原區大湳里圓環北路1段151號,120.7193,24.2582,50,是,否,台中站,120.67,24.14,14.06,75,Low Risk
3718,臺中市東勢區東勢國小禮堂,臺中市東勢區,廣興里,第五橫街1號,120.8296,24.2586,2100,是,是,台中站,120.67,24.14,20.88,75,Low Risk
3719,南簡公園,臺中市梧棲區,南簡里,梧棲區南簡里大仁路一段375巷,120.544147,24.258654,500,否,是,台中站,120.67,24.14,18.36,75,Warning
3720,神岡國小中正體育館,臺中市神岡區,神岡里,神岡區神岡村神圳路 1 號,120.6611,24.2589,163,是,否,台中站,120.67,24.14,13.25,75,Low Risk
3721,南田里活動中心,臺中市豐原區,南田里,豐原區南田里水源路192巷80號旁,120.7419,24.2591,50,是,否,台中站,120.67,24.14,15.12,75,Low Risk
3722,石岡托兒所和盛分所,臺中市石岡區,和盛里,石岡區和盛里和盛街9號2樓,120.8154,24.2591,60,是,否,台中站,120.67,24.14,19.82,75,Low Risk
3723,三村里活動中心,臺中市豐原區,三村里,豐原區三村里豐原大道一段609號,120.7093,24.2598,50,是,否,台中站,120.67,24.14,13.9,75,Low Risk
3724,東新國小教室,臺中市東勢區,東新里,東蘭路1之1號,120.8274,24.2604,300,是,是,台中站,120.67,24.14,20.83,75,Low Risk
3725,公館國民小學操場,臺中市沙鹿區,西勢里,中航路2段1號,120.59561,24.260474,470,否,是,台中站,120.67,24.14,15.37,75,Warning
3726,頂寮社區活動中心,臺中市梧棲區,頂寮里,頂寮里八德東路100號,120.5326,24.2605,150,是,是,台中站,120.67,24.14,19.33,75,Low Risk
3727,北湳里活動中心,臺中市豐原區,北湳里,豐原區北湳里三環路72號,120.7216,24.2608,50,是,否,台中站,120.67,24.14,14.42,75,Low Risk
3728,葫蘆墩國小,臺中市豐原區,西湳里,豐原區西湳里葫蘆墩一街250號,120.7143,24.2611,500,是,是,台中站,120.67,24.14,14.2,75,Low Risk
3729,豐陽國中,臺中市豐原區,南田里,豐原區南田里朝陽路33號,120.745,24.262,200,是,是,台中站,120.67,24.14,15.55,75,Low Risk
3730,豐洲國小教室,臺中市神岡區,豐洲里,神岡區豐洲里豐洲路482號,120.704,24.2623,168,是,否,台中站,120.67,24.14,14.03,75,Low Risk
3731,社會福利館,臺中市石岡區,德興里,石岡區德興里豐勢路 134 號,120.8134,24.2627,150,是,否,台中站,120.67,24.14,19.94,75,Low Risk
3732,翁子里活動中心,臺中市豐原區,翁子里,豐原區翁子里豐勢路二段290巷12號,120.7425,24.2629,100,是,否,台中站,120.67,24.14,15.52,75,Low Risk
3733,東新國中教室,臺中市東勢區,東新里,東環街123號,120.8295,24.2634,1300,是,是,台中站,120.67,24.14,21.21,75,Low Risk
3734,?榔國小禮堂,臺中市清水區,?榔里,中央路23-12號,120.5451,24.2639,70,是,是,台中站,120.67,24.14,18.72,75,Low Risk
3736,清水國小活動中心,臺中市清水區,南寧里,光華路125號,120.5732,24.2668,250,是,否,台中站,120.67,24.14,17.18,75,Low Risk
3737,清水區公所,臺中市清水區,中社里,鎮政路101號,120.5596,24.2683,250,是,否,台中站,120.67,24.14,18.14,75,Low Risk
3738,清水國中學生活動中心---培德樓,臺中市清水區,西社里,鰲峰路250號,120.563,24.2683,500,是,否,台中站,120.67,24.14,17.92,75,Low Risk
3739,西湳里活動中心,臺中市豐原區,西湳里,豐原區西湳里三豐路799巷133弄8號,120.7177,24.2685,100,是,否,台中站,120.67,24.14,15.09,75,Low Risk
3740,三叉坑社區活動中心,臺中市和平區,自由里,和平區自由里東崎路二段三叉巷8-31號,120.8913,24.2686,130,是,否,台中站,120.67,24.14,26.61,75,Low Risk
3741,清水區老人文康活動中心1樓,臺中市清水區,靈泉里,清水街2號,120.5783,24.269,50,是,否,台中站,120.67,24.14,17.1,75,Low Risk
3742,鰲峰社區活動中心,臺中市清水區,鰲峰里,大街路138-5號,120.5791,24.2693,40,是,否,台中站,120.67,24.14,17.08,75,Low Risk
3743,吳厝國小地下室1 樓,臺中市清水區,吳厝里,吳厝路35號,120.6047,24.2696,15,是,是,台中站,120.67,24.14,15.86,75,Low Risk
3744,東湳里活動中心,臺中市豐原區,東湳里,豐原區東湳里三豐路742巷146弄14號,120.7265,24.2704,100,是,否,台中站,120.67,24.14,15.59,75,Low Risk
3745,金星活動中心,臺中市石岡區,金星里,石岡區金星里石岡街下坑巷153號,120.7735,24.2708,100,是,否,台中站,120.67,24.14,17.94,75,Low Risk
3746,建國國小教學行政大樓地下室,臺中市清水區,西社里,建國路10號,120.5629,24.2712,200,是,否,台中站,120.67,24.14,18.19,75,Low Risk
3747,大秀國小--國小禮堂及朝陽樓地下室1樓,臺中市清水區,武鹿里,武權路336號,120.5729,24.2718,170,是,否,台中站,120.67,24.14,17.66,75,Low Risk
3748,清水紫雲巖文化大樓,臺中市清水區,鰲峰里,光明路35號,120.5789,24.2722,300,是,否,台中站,120.67,24.14,17.36,75,Low Risk
3749,圳堵國小學生活動中心,臺中市神岡區,圳堵里,神岡區圳堵里三民路639號,120.6587,24.2725,209,是,否,台中站,120.67,24.14,14.78,75,Low Risk
3750,梅子活動中心,臺中市石岡區,梅子里,石岡區梅子里梅子巷65之12號,120.7996,24.2733,60,是,否,台中站,120.67,24.14,19.81,75,Low Risk
3751,朴子里活動中心,臺中市豐原區,朴子里,豐原區朴子里豐勢路二段535巷119號,120.7484,24.2736,50,是,否,台中站,120.67,24.14,16.85,75,Low Risk
3753,石岡區公所,臺中市石岡區,九房里,石岡區九房里豐勢路1033號,120.7803,24.2748,60,是,否,台中站,120.67,24.14,18.7,75,Low Risk
3754,萬興活動中心,臺中市石岡區,萬興里,石岡區萬興里萬墩街105號,120.791,24.2753,60,是,否,台中站,120.67,24.14,19.41,75,Low Risk
3755,HHH,臺中市石岡區,九房里,豐勢路1033號,120.7803,24.2758,50,是,否,台中站,120.67,24.14,18.79,75,Low Risk
3756,西寧國小活動中心,臺中市清水區,西寧里,五權東路50號,120.5754,24.276,600,是,否,台中站,120.67,24.14,17.91,75,Low Risk
3757,萬安活動中心,臺中市石岡區,萬安里,石岡區萬安里石岡街6號3樓,120.7776,24.276,20,是,否,台中站,120.67,24.14,18.65,75,Low Risk
3758,石岡國小籃球場,臺中市石岡區,石岡里,石岡區石岡里石岡街123號,120.7733,24.2761,100,否,是,台中站,120.67,24.14,18.41,75,Warning
3759,東山國小教學大樓地下室,臺中市清水區,東山里,神清路6-1號,120.6344,24.2763,70,是,否,台中站,120.67,24.14,15.58,75,Low Risk
3760,清海國中--弘德樓地下室,臺中市清水區,武鹿里,中央路51-60號,120.5537,24.2764,250,是,否,台中站,120.67,24.14,19.21,75,Low Risk
3766,石城國小教室,臺中市東勢區,茂興里,石城街182巷26號,120.7925,24.286,900,是,是,台中站,120.67,24.14,20.44,75,Low Risk
3767,"三田國小禮堂1,2樓",臺中市清水區,田寮里,三田路4號,120.5811,24.2899,400,是,是,台中站,120.67,24.14,18.95,75,Low Risk
3768,雙崎社區活動中心,臺中市和平區,自由里,和平區自由里東崎路二段71-5號,120.9085,24.2907,110,是,否,台中站,120.67,24.14,29.42,75,Low Risk
3770,大楊國小A棟地下室,臺中市清水區,楊厝里,鰲海路325號,120.6101,24.2923,50,是,是,台中站,120.67,24.14,17.99,75,Low Risk
3771,舊社社區活動中心,臺中市后里區,舊社里,舊社路93號,120.7014,24.2949,200,是,否,台中站,120.67,24.14,17.52,75,Low Risk
3772,后里七星崗營區,臺中市后里區,廣福里,寺山路121號,120.7355,24.2957,1673,是,是,台中站,120.67,24.14,18.54,75,Low Risk
3773,墩南社區活動中心,臺中市后里區,墩南里,南村路303巷1-8號,120.7149,24.2964,120,是,否,台中站,120.67,24.14,17.98,75,Low Risk
3774,七星國小,臺中市后里區,墩南里,南村路389號,120.7163,24.2966,693,是,是,台中站,120.67,24.14,18.04,75,Low Risk
3775,后里南營區,臺中市后里區,廣福里,馬場路292號,120.7279,24.2985,1244,是,是,台中站,120.67,24.14,18.58,75,Low Risk
3780,甲南國小北棟地下室1樓,臺中市清水區,菁埔里,臨海路26號,120.5958,24.3046,50,是,是,台中站,120.67,24.14,19.79,75,Low Risk
3781,清泉國中活動中心,臺中市清水區,菁埔里,臨海路27-2號,120.5918,24.306,150,是,是,台中站,120.67,24.14,20.09,75,Low Risk
3782,后綜高中,臺中市后里區,廣福里,三豐路80號,120.7226,24.3062,2083,是,是,台中站,120.67,24.14,19.23,75,Low Risk
3783,臺中市立后里幼兒園,臺中市后里區,墩北里,三光路95號,120.7112,24.3067,50,是,否,台中站,120.67,24.14,19.0,75,Low Risk
3784,后里國中,臺中市后里區,眉山里,中眉路169號,120.695,24.3071,869,是,是,台中站,120.67,24.14,18.75,75,Low Risk
3785,墩東社區活動中心,臺中市后里區,墩東里,平安路130號,120.7155,24.3071,150,是,否,台中站,120.67,24.14,19.14,75,Low Risk
3786,內埔國小,臺中市后里區,墩東里,文化路30號,120.7145,24.3075,726,是,是,台中站,120.67,24.14,19.16,75,Low Risk
3787,墩北社區活動中心,臺中市后里區,墩北里,三光路139號,120.7119,24.308,120,是,否,台中站,120.67,24.14,19.16,75,Low Risk
3788,后里社區活動中心,臺中市后里區,后里里,甲后路1段501巷48號,120.7206,24.3082,80,是,否,台中站,120.67,24.14,19.39,75,Low Risk
3790,義里社區活動中心,臺中市后里區,義里里,梅里路11-3號,120.7314,24.3084,70,是,否,台中站,120.67,24.14,19.73,75,Low Risk
3791,后里區立活動中心,臺中市后里區,墩東里,文化路32號,120.7142,24.3089,200,是,否,台中站,120.67,24.14,19.31,75,Low Risk
3792,明正國小教室,臺中市東勢區,明正里,東蘭路永盛巷57-1號,120.7904,24.3094,380,是,是,台中站,120.67,24.14,22.45,75,Low Risk
3793,后里國小,臺中市后里區,義里里,甲后路110號,120.7294,24.31,620,是,是,台中站,120.67,24.14,19.84,75,Low Risk
3795,育英國小,臺中市后里區,太平里,四月路23號,120.6794,24.3113,250,是,是,台中站,120.67,24.14,19.07,75,Low Risk
3798,高美國小教學行政大樓地下室1樓,臺中市清水區,高美里,護岸路37號,120.5622,24.3123,300,是,是,台中站,120.67,24.14,22.06,75,Low Risk
3799,臺中市立后里幼兒園-太平聯合分所,臺中市后里區,太平里,四月路23之6號,120.6776,24.3131,50,是,否,台中站,120.67,24.14,19.26,75,Low Risk
3800,厚里社區活動中心,臺中市后里區,厚里里,九甲路一路259號,120.7157,24.3135,150,是,否,台中站,120.67,24.14,19.84,75,Low Risk
3801,月眉國小,臺中市后里區,眉山里,甲后路940號,120.6909,24.3153,818,是,是,台中站,120.67,24.14,19.61,75,Low Risk
3802,泰安社區活動中心,臺中市后里區,泰安里,福興路67-1號,120.7435,24.3218,100,是,否,台中站,120.67,24.14,21.55,75,Low Risk
3803,泰安國小,臺中市后里區,泰安里,安眉路5號,120.7505,24.3253,579,是,是,台中站,120.67,24.14,22.16,75,Low Risk
3804,水美國小勤學樓,臺中市外埔區,水美里,水美路二崁路63號,120.6339,24.328,200,是,否,台中站,120.67,24.14,21.22,75,Low Risk
3806,豐原國中,臺中市豐原區,西湳里,豐原區西湳里三豐路467號,120.7298,24.3323,100,是,是,台中站,120.67,24.14,22.23,75,Low Risk
3807,外埔老人文康活動中心,臺中市外埔區,大同里,甲后路499號,120.651,24.3324,500,是,是,台中站,120.67,24.14,21.48,75,Low Risk
3808,農民研習中心大型收容所,臺中市外埔區,大同里,六分路499,120.6512,24.3327,100,是,是,台中站,120.67,24.14,21.51,75,Low Risk
3809,公館社區活動中心,臺中市后里區,公館里,三豐路5段352巷163號,120.7329,24.3329,150,是,否,台中站,120.67,24.14,22.38,75,Low Risk
3812,水美社區活動中心,臺中市外埔區,水美里,水美路129號,120.6315,24.3337,100,是,是,台中站,120.67,24.14,21.89,75,Low Risk
3815,文武國小體育教室,臺中市大甲區,武陵里,大甲區武陵里文曲路61號,120.6006,24.3364,118,是,否,台中站,120.67,24.14,22.94,75,Low Risk
3816,桃山社區活動中心,臺中市和平區,達觀里,東崎路1段桃山巷39之7號,120.9357,24.34,60,是,否,台中站,120.67,24.14,34.93,75,Low Risk
3817,豐原高中,臺中市豐原區,南田里,豐原區南田里水源路150號,120.6253,24.3401,210,是,是,台中站,120.67,24.14,22.71,75,Low Risk
3818,大甲區長青活動中心,臺中市大甲區,中山里,大甲區中山里水源路167號,120.6269,24.3409,525,是,否,台中站,120.67,24.14,22.76,75,Low Risk
3820,大安國小體育館,臺中市大安區,中庄里,大安區中庄里中山南路296號,120.5882,24.3451,5119,是,是,台中站,120.67,24.14,24.27,75,Low Risk
3821,老人文康活動中心,臺中市大安區,中庄里,興安路376號,120.5895,24.3459,50,是,是,台中站,120.67,24.14,24.31,75,Low Risk
3822,大安區公所禮堂,臺中市大安區,中庄里,大安區中庄里中山南路356號,120.5866,24.3462,60,是,是,台中站,120.67,24.14,24.44,75,Low Risk
3826,文昌國小戶外空地,臺中市大甲區,孔門里,大甲區孔門里育德路113號,120.6242,24.3483,413,否,是,台中站,120.67,24.14,23.62,75,Warning
3827,大甲高工活動中心,臺中市大甲區,頂店里,大甲區頂店里開元路71號,120.6445,24.3499,496,是,否,台中站,120.67,24.14,23.48,75,Low Risk
3828,大甲國小禮堂,臺中市大甲區,文武里,大甲區文武里育德路233號,120.6261,24.3508,240,是,否,台中站,120.67,24.14,23.86,75,Low Risk
3831,大甲國中活動中心,臺中市大甲區,文武里,大甲區文武里育英路186號,120.6223,24.3536,491,是,否,台中站,120.67,24.14,24.24,75,Low Risk
3832,三光國小體育館,臺中市大安區,龜?里,大安區龜殼里3鄰中松路297號,120.6005,24.358,300,是,是,台中站,120.67,24.14,25.24,75,Low Risk
3837,大安國中體育館,臺中市大安區,松雅里,大安區松雅里大安港路691號,120.6018,24.3652,1325,是,是,台中站,120.67,24.14,25.98,75,Low Risk
3841,日南國中體育館,臺中市大甲區,孟春里,大甲區孟春里中山路二段69-11號,120.652,24.3783,539,是,否,台中站,120.67,24.14,26.56,75,Low Risk
3842,海墘國小體育館,臺中市大安區,海墘里,大安區海墘里大安港路1100號,120.589,24.3792,2370,是,是,台中站,120.67,24.14,27.84,75,Low Risk
3845,永安國小體育館,臺中市大安區,永安里,大安區永安里東西四路252號,120.6063,24.3823,300,是,是,台中站,120.67,24.14,27.71,75,Low Risk
3847,日南國小禮堂,臺中市大甲區,幸福里,大甲區幸福里中山路二段568號,120.6551,24.39,99,是,否,台中站,120.67,24.14,27.84,75,Low Risk
3854,華龍國小戶外空地,臺中市大甲區,日南里,大甲區日南里工二路1號,120.6482,24.406,2702,否,是,台中站,120.67,24.14,29.66,75,Warning
3862,西岐國小有晴館,臺中市大甲區,西岐里,大甲區西岐里順帆路96號,120.629,24.4209,280,是,否,台中站,120.67,24.14,31.51,75,Low Risk
843,臺南市關廟區崇和國小,臺南市關廟區,田中里,南雄南路568號,120.3547,22.904,290,是,是,台南站,120.2,22.99,18.5,95,Low Risk
861,臺南市歸仁區大潭國小,臺南市歸仁區,大潭里,中正南路三段97號,120.2718,22.9138,700,是,是,台南站,120.2,22.99,11.22,95,Low Risk
864,臺南市關廟區文和國小,臺南市關廟區,布袋里,長文街37號,120.3428,22.917,400,是,是,台南站,120.2,22.99,16.72,95,Low Risk
871,臺南市龍崎區大坪里民活動中心,臺南市龍崎區,大坪里,9鄰大坪37之2號,120.3921,22.9268,30,是,否,台南站,120.2,22.99,20.89,95,Low Risk
874,臺南市歸仁區沙崙國中,臺南市歸仁區,武東里,歸仁六路2號,120.2816,22.9287,1035,是,是,台南站,120.2,22.99,10.78,95,Low Risk
875,臺南市龍崎區牛埔里里民活動中心,臺南市龍崎區,牛埔里,2鄰牛埔21號,120.4096,22.9313,40,是,否,台南站,120.2,22.99,22.43,95,Low Risk
877,臺南市南區南寧中學,臺南市南區,省躬里,萬年路167號,120.1834,22.9318,1678,是,否,台南站,120.2,22.99,6.69,95,Low Risk
878,臺南市南區灣裡聯合里活動中心,臺南市南區,省躬里,灣裡路67號,120.1808,22.9323,1529,是,否,台南站,120.2,22.99,6.71,95,Low Risk
879,臺南市南區省躬國小,臺南市南區,省躬里,灣裡路70號,120.1804,22.9325,6528,是,否,台南站,120.2,22.99,6.7,95,Low Risk
883,臺南市關廟區深坑國小,臺南市關廟區,深坑里,南雄路一段487號,120.3353,22.9371,140,是,否,台南站,120.2,22.99,15.05,95,Low Risk
886,臺南市仁德區臺南都會公園管理中心,臺南市仁德區,成功里,文華路二段62號,120.2211,22.9437,2060,是,是,台南站,120.2,22.99,5.58,95,Low Risk
887,臺南市仁德區後壁里老人文康活動中心,臺南市仁德區,後壁里,德南路68號,120.2532,22.9475,1460,是,是,台南站,120.2,22.99,7.21,95,Low Risk
889,臺南市龍崎區龍船里里民活動中心,臺南市龍崎區,龍船里,2鄰苦苓湖10號,120.4213,22.952,50,是,否,台南站,120.2,22.99,23.05,95,Low Risk
896,臺南市關廟區五甲國小,臺南市關廟區,松腳里,和平路246號,120.3343,22.9583,800,是,是,台南站,120.2,22.99,14.19,95,Low Risk
897,臺南市關廟社區活動中心,臺南市關廟區,關廟里,文化街85號,120.3242,22.9589,180,是,否,台南站,120.2,22.99,13.18,95,Low Risk
899,臺南市關廟區關廟國中,臺南市關廟區,香洋里,中山路二段172號,120.3247,22.9608,0,否,否,台南站,120.2,22.99,13.17,95,Warning
900,臺南市南區區公所,臺南市南區,南都里,明興路2號,120.1884,22.9609,983,是,否,台南站,120.2,22.99,3.45,95,Low Risk
901,臺南市南區龍崗國小,臺南市南區,鯤鯓里,鯤鯓路147號,120.1696,22.9614,667,否,是,台南站,120.2,22.99,4.45,95,Warning
902,臺南市東區大智里活動中心,臺南市東區,大智里,德東街90號,120.2303,22.9615,650,是,是,台南站,120.2,22.99,4.43,95,Low Risk
903,臺南市歸仁區紅瓦厝國小,臺南市歸仁區,崙頂里,信義南路100號,120.2987,22.9617,800,是,是,台南站,120.2,22.99,10.58,95,Low Risk
905,臺南市南區永華國小,臺南市南區,開南里,中華西路一段2巷17號,120.1886,22.9631,4154,是,否,台南站,120.2,22.99,3.21,95,Low Risk
906,臺南市關廟區關廟國小,臺南市關廟區,山西里,文衡路121號,120.3261,22.9637,1150,是,是,台南站,120.2,22.99,13.24,95,Low Risk
908,臺南市歸仁區歸南國小,臺南市歸仁區,辜厝里,民權南路171號,120.2883,22.9642,710,是,是,台南站,120.2,22.99,9.48,95,Low Risk
909,臺南市龍崎區民活動中心,臺南市龍崎區,崎頂里,新市子38號,120.3595,22.9642,140,是,否,台南站,120.2,22.99,16.58,95,Low Risk
910,臺南市立龍崎國民小學,臺南市龍崎區,崎頂里,新市子41號,120.35906,22.964425,200,否,是,台南站,120.2,22.99,16.53,95,Warning
911,臺南市南區明興社區活動中心,臺南市南區,明興里,德興路88號,120.1923,22.9651,556,是,否,台南站,120.2,22.99,2.88,95,Low Risk
912,臺南市龍崎區老人文康活中心,臺南市龍崎區,崎頂里,新市子201號,120.3603,22.9651,65,是,否,台南站,120.2,22.99,16.64,95,Low Risk
915,臺南市歸仁區公所,臺南市歸仁區,許厝里,中山路二段2號,120.294,22.9669,200,是,是,台南站,120.2,22.99,9.96,95,Low Risk
916,臺南市南區開南里活動中心,臺南市南區,開南里,新建路48號,120.1856,22.967,428,是,否,台南站,120.2,22.99,2.95,95,Low Risk
917,臺南市仁德區仁義里運動公園育樂中心,臺南市仁德區,仁義里,仁義路130號,120.2585,22.9675,3260,是,是,台南站,120.2,22.99,6.49,95,Low Risk
919,臺南市龍崎區龍崎國民中學,臺南市龍崎區,崎頂里,新市子258號,120.3608,22.9683,80,是,否,台南站,120.2,22.99,16.64,95,Low Risk
922,臺南市歸仁區歸仁國中,臺南市歸仁區,文化里,文化街二段2號,120.2939,22.9696,1130,是,是,台南站,120.2,22.99,9.88,95,Low Risk
923,臺南市南區白雪社區活動中心,臺南市南區,白雪里,鹽埕路157號,120.1888,22.9697,406,是,否,台南站,120.2,22.99,2.53,95,Low Risk
924,臺南市歸仁區歸仁國小,臺南市歸仁區,歸仁里,文化街一段100號,120.2966,22.9698,865,是,是,台南站,120.2,22.99,10.14,95,Low Risk
926,臺南市歸仁區文化國小,臺南市歸仁區,文化里,文化街二段136號,120.2891,22.9708,860,是,是,台南站,120.2,22.99,9.37,95,Low Risk
927,臺南市歸仁區歸仁里活動中心,臺南市歸仁區,歸仁里,忠孝北路221號,120.2984,22.9708,200,是,是,台南站,120.2,22.99,10.3,95,Low Risk
928,臺南市南區大忠大林社區活動中心,臺南市南區,大忠里,大同路二段482巷133弄15號,120.2125,22.9726,316,是,否,台南站,120.2,22.99,2.32,95,Low Risk
929,臺南市仁德區公所,臺南市仁德區,仁德里,中正路三段5號,120.2517,22.973,570,是,是,台南站,120.2,22.99,5.62,95,Low Risk
931,臺南市南區府南里活動中心,臺南市南區,府南里,永成路三段529號,120.1953,22.9744,531,是,否,台南站,120.2,22.99,1.8,95,Low Risk
933,臺南市東區崇德里活動中心,臺南市東區,崇德里,崇德七街30巷2號,120.2281,22.9757,800,是,是,台南站,120.2,22.99,3.29,95,Low Risk
934,臺南市南區田寮社區活動中心,臺南市南區,田寮里,夏林路379號,120.1955,22.9765,592,是,否,台南站,120.2,22.99,1.57,95,Low Risk
936,臺南市東區和平里活動中心,臺南市東區,和平里,文化路100號,120.2326,22.977,1450,是,是,台南站,120.2,22.99,3.64,95,Low Risk
937,臺南市南區國宅社區活動中心,臺南市南區,國宅里,金華路二段33巷81號,120.1879,22.9771,602,是,否,台南站,120.2,22.99,1.9,95,Low Risk
938,臺南市關廟區新光國小,臺南市關廟區,新光里,新光街76號,120.3595,22.9772,145,是,是,台南站,120.2,22.99,16.39,95,Low Risk
939,臺南市安平區漁光里活動中心,臺南市安平區,漁光里,漁光路89巷39號之2,120.159968,22.977225,217,是,否,台南站,120.2,22.99,4.34,95,Low Risk
942,臺南市南區新興國中,臺南市南區,國宅里,新孝路87號,120.1876,22.9778,5448,是,否,台南站,120.2,22.99,1.86,95,Low Risk
